Bio,labels
I have two pet porcelain dogs. He/Him,-1
I have watched pets here in Bend for the past 5 years now.  I also have been a regular dogwalker for a friend of my mothers for the past 3 years now.,-1
I have worked in college athletics for over 35 years in the Northwest and West.,-1
"I haven't written any best-selling books, but I have written multiple top movie reviews on Netflix",2
I heard this b*tch bump lil peep faithfully,-1
"I help grow life science companies, then I go skiing.",6
"I help grow life science companies, then I go skiing.",-1
I help make things happen @craftcms,-1
"I in love with traveling, music, history, geography, geology, sea kayaking, backpacking, and hot springs.",6
I inspire to be what is good in this world!,-1
I just be hiding from the world,-1
i just like to say stuff.,-1
I just wanna fly,-1
I just want to say whatever I want.,13
I keep screaming but god won't answer,-1
I know a lot of useless random stuff,-1
I know my flaws. Not up tight. No tolerance for psychological liars. 420 friendly. Loves animals. All around easy going and respectful. Family and friends rock,-1
I laugh at my own jokes and I am way too loud.,-1
i like backpacking and pine trees and sunsets and mountains ||,6
"I like beer, burritos and the F word (both of them)",-1
I like black bears and dumb jokes. Proponent of going to the movies alone.,-1
"I like cartoons........ I believe in too many conspiracy's theories it's not healthy..... BVB,PTV,AA,SN,AM,CP, SWS, BMTH, SLH, JG, MCR, FIR, NIRVANA, BLINK-182",-1
"I like everything, but mostly baseball.",-1
i like long walks on the beach and cats,6
"I like nature, dogs, photography, the Bengals and hockey, not necessarily in that order. Views are 100 percent mine.",-1
I like offensive memes,-1
"I like sunsets, tacos, concerts and tattoos",-1
I like things and stuff...,-1
I like to climb and ski!,6
I like to doodle.,-1
i like to get creative ♥,-1
"i like to knit, cook, read and ride my bike. everything else about me is fluctuating.",-1
i like to play,-1
I like to play video games and chill with friends and I do karate as a sport.,-1
"I like to read (books),listen to Classical ,Jazz, Swing the Blues, and 60's  music ,crafts, take walks with my dog Meka, do volunteer work,, Democrat, and sleep",-1
"I like to smoke cigars and talk shit Yes, I voted Trump.",-1
i like to use cameras. sco ducks. ig @timvandehey.,-1
I like TOP and P!ATD FOB is ok Meh. I like most alternative rock music and i am probably way to obsessed with Brendon Boyd urie and josh dun and Tyler Joseph😝,3
I like volleyball and eating. That's honestly about it.,-1
I like waking up to compliments 😊,-1
"I like wine, dirt bikes, superheroes, and dinosaurs. I'm basically a drunk 12 year old boy but with better hair.",-1
"I live in beautiful Central Oregon, enjoying the great year round qualify of life.",11
"I live in Bend Oregon ~ I dabble with running, yardwork & enjoy relaxing on the porch ~ enjoy evenings with good friends~",11
"I Live in Bend Oregon, I Love the outdoors, My kids, and My Husband! I am an Artist and Photographer",-1
"I live in Bend, Oregon - paradise!!  My body is 64.  My mind - most of the time - is much younger!!  Family is the single most important things in my life.",11
"I live in Bend.  I am in love with my best friend.  Happy with myself.  I enjoy motorcycles, poker, and having fun",-1
I live in Cascadia and I'm #RCTID #BAONPDX!,-1
"I live in sunny Bend Oregon. Home of Mt. Bachelor. I love to ski, hike, and play golf. I am married and have 2 kids. I work in the medical field.",11
"I live, I learn, I love, I adventure",-1
"I look forward helping people reach there own personal goals in life. Devoted to personal physical fitness and health. Kick boxing, mma, and self defense.",-1
"I look forward helping people reach there own personal goals in life. Devoted to personal physical fitness and health. Kick boxing, mma, and self defense.",-1
I look to capture the moments in life we don't always see. I am a wife and mother and they are my true gift. I have a secret passion for photographing clouds :),-1
I love a great story; it's the Irish in me. Owner and head of social @getswellsocial. #Marketing #SocialMedia #Optimist #Mom #Foodie,-1
I love animals!,-1
"I love Bend Oregon, my dogs, hiking, snowboarding, bike riding, and a good beer. I support and promote dog adoption, so let spread the word.",11
I love books and reading - I can't wait to share my literary adventures with you!,2
I love doing cross fit and I love doing Olympic lifting and it’s so fun to do 🏋️‍♀️🏋️‍♀️🏋️‍♀️🏋️‍♀️.,6
I love exploring new ways to live life and grow,-1
"I love fine brew, traveling, hiking, and playing music and wildlife rehabilation. Cheers.",-1
"I love gadgets and pixels, but I also love natural fiber, fresh eggs and acoustic guitar.",-1
I love hanging out with my daughter and writing song lyrics. #Baltimore Ravens  #SF Giants #LA Kings,-1
"I love helping people eliminate physical and emotional pain so they can live a more fulfilling, peaceful life.  Ayurvedic Health, Meditation + Holistic Living.",-1
"I love irish guys, dogs, giraffes, laughing, food, and the summer3 I love my friends and my family:)",-1
I love Jesus.,-1
I love music very much including singing as well,3
"I love music, movies, books, travel, and my family. Oh, and delicious food, of course.",-1
"I love my daughter, writing lyrics, and the RAVENS......that's it!",-1
"I love my dog, my husband, and my family. It doesn't get much better than this!",-1
"I love my husband, my 4 kids, and I am blessed being able to do what I love! Owner of Amber Noelle Photography.",-1
"I love my life! I love my husband and my girls with all my heart and soul!I love MUSIC, THE RED SOX, PHOTOGRAPHY, STARBUCKS and living life to the fullest!",-1
"I love my wife, my kids, and my brain &#x1f9e0;",-1
"I love my wife, son’s, family, fitness and Jesus.",-1
I love playing video games with my brother and my friends. I love doing my makeup and other people’s makeup. I love creating looks,-1
I love puppies and scrapbooking. My favorite show is Kitchen Nightmares!,-1
"I love sleeping in on Saturdays. And I love college football games (Oregon). I love not acting my age, And good barbecue. #AXO",-1
I love the art of film making. Disc is life,3
I love the outdoors and working with flowers and painting.  I love KIDS and I am a bleeding heart for many causes to help less fortunate people.,-1
I love to fly Fish. and I have a love for Dobermans,-1
"I love to garden in the snow, read by the fire, walk my dog and encourage civil anarchy.",-1
i love to skate,6
I make digital things at @iamspecialized.,-1
I make music and stuff.,-1
"I make video games @BendStudio.UX Designer, UI Programmer, Software EngineerOpinions are mine.",-1
"I make websites more profitable by increasing their Conversion Rates. Also a mom, dog-lover & former travel junkie.",-1
I may not be rich or famous but hey at least i try to be nice to people without getting payed to do it.,-1
"I moved to Bend, OR in '05 with my family from AZ. I sell real estate in Bend and surrounding areas.I love the outdoors; hiking, snowboarding, camping etc.",10
I need to tweet more.,9
"I only love my bed and my cats, I’m sorry.",-1
"I Pastor an awesome church, married to an incredible woman for 50 years, I have great kids and incredible grand-kids. God is good to me!",7
I play guitar and sing for Voodoo Highway and play guitar for other projects from time to time as well as performing several solo shows each year.,3
"I play lacrosse avidly, snowboard, program, wake board, and eat pizza! #lax4life",-1
I play music to be creative not to be critiqued.,3
I play with words. And work with brands.,-1
i play xbox. i love jesus. ball is life. go bulls and warriors.,-1
"I post memes. I like Trump. If you hate either of these things, you probably won't like my tweets.",-1
I prefer my puns intended 🦆 Sco Ducks,-1
I procrastinate a lot,-1
I promote transit and help create healthy and livable communities,-1
"I provide FDA regulated medical device companies regulatory/QA services & advise digital health companies on FDA regulatory paths (regulated, CDS, unregulated).",-1
"I provide FDA regulated medical device companies regulatory/QA services & advise digital health companies on FDA regulatory paths (regulated, CDS, unregulated).",-1
I put peanut butter in my cereal. Host of @journeyman_pod,-1
I put the Eric in America.,-1
I put the no in I’ll let you know.,13
I ran for Bend City Council to bring fresh thinking and leadership to Bend. I want to hear from you.  Tell me what your priorities are.,-1
I read. I brew beer. I bake bread. I play with my dog. I edit @Wirecutter.,-1
i respect women,-1
"I rock a side pony. Enjoy competitive exercise. 3x regional athlete. 2x crossfit games athlete. 100000000x cinnamon roll, waffle & cereal lover.",-1
I seek unique experience remote places with epic people to create life more abundantly. I also travel 💯 for work. I mostly tweet for faster customer service.,-1
"I sell large abstract canvasesI play hall's, club's, and, bar's, on, guitar, computer's.I do my Modern ArtI date a dreadlock girl drug dealer, we smoke Ku",-1
"I served Army and worked NavPhiBase LC. I love the Father, Son, and Holy Spirit I love my sons, Seth, Wesley, and Travis.",7
"I skateboard, film, and take nifty pictures.",6
"I snowboard, I work, I mother, I enjoy coffee, sleep and food. And people sometimes call me the Bionic Woman",-1
I speak fluent sarcasm.,-1
"I specialize in custom portraits, and landscaps. I am a 23 year old college student from a small town in southern Washington.",-1
I state my opinion & repost only. Term limits for legislators... with a decent pension if their Constituents don't vote them out #maga🇺🇸🗽🇻🇮,-1
I swallow my failures to shit success,-1
I swear I'm 23. sc: kaitlynzink22,4
"I take picture and make videos, and get out in the mountains quite a bit.",6
I talk in accents.,-1
"I teach and write about poverty, families, and social policy at the College of Public Health and Human Sciences @oregonstate and @mcgillu",-1
"I tell stories and I edit stories. And I write. These rants are entirely (well, mostly) my own. http://diaryofacrankydad.wordpress.com and http://bendbulletin.com",2
I tend to spend my weekends hiking or some form of active entertainment. I love to read books and am usually reading a few at a time.,-1
"I travel the world for...beer, wine, chocolate. Not an expert. Just an enthusiast. Designing handcrafted jewelry inspired by their spectacular colors.",-1
I try to take cool photos of stuff,-1
I tryhard too much.,-1
"I tweet about great runs, catchy songs, smart people & other shiny things.",9
I tweet about Notre Dame athletics,-1
I tweet sometimes. One time I got stuck in an airport and I tweeted quite a lot.,9
I use if / then / ORELSE statements.,-1
I use my Twitter for random giveaways,9
"I wanna change the world, even if it's a little bit.",12
i wanna kick tom cruise,-1
"I want all the ships! Right now, I'm in love with #WynonnaEarp, #OrphanBlack and #Supergirl, #Flash, #Siren and a side of #GreysAnatomy.",-1
I want to help you protect your income if you become sick or injured!,-1
I want to own a decommissioned lighthouse. And I want to live at the top. And nobody knows I live there.,-1
I want to see unreached tribes worshipping Jesus in their own languages all over the world.  International Director @bold_ventures & Brand Strategist @sayitsure,7
I want to stay as close to the edge as I can without going over. Out on the edge you see all kinds of things you can't see from the middle. -Kurt Vonnegut,-1
I want you dear... https://tinyurl.com/janethuertaSGbIBV,7
"I was born in California, raised in Washington state. Have 3 grown boys and 2 grandkids.",11
I was younger then you are now when I was given my first command I led my men right into a massacre I witnessed their deaths first hand HedgeZues,-1
"I went to church incognito... When everybody rose, the reverend Smithy he recognized me and punched me in the nose... He said, no more Mister NiceGuy",-1
I will not stand by and witness the fall of our Democracy and remain silent. Resist and speak out.,-1
I wish you all health wealth & love. ✝️☮️💟☯️🕉♒️ #VOLS #GBO #BigMemphis #Titans #TottenhamHotspur 🐈🐈 Grateful! 😜🤙 #HODL $AMC 🦍 🚀,-1
I wonder. I wander.,-1
"I work at @LittleCaesars in Bend, Oregon and coolest ladies in Bend.",-1
I work for the Worksource Oregon Employment Department. We are here to support business and promote employment. I also foster with West Coast Boxer Rescue.,-1
I work in the beer industry livin the dream.Happily married w/ children:),-1
"I work with innovative, fun-loving individuals who are disillusioned with the cultural hamster wheel and are curious about developing their own track!",-1
I write louder than I speak.,-1
"I write paranormal, & fantasy romance to take the reader on a journey out of the everyday world into a world full of Magical possibilities!",2
"I write the blog Unruly Things. I live with my husband and little boys in Bend, Oregon and hope to some day live in a little cabin in the woods.",-1
i.g & snap: marybethhulse 10.02.14. sassy.,-1
I'll be a directioner and belieber for life(:,-1
I'll be your liaison for all changes and events going on in Downtown Bend! Public Relations | Downtown Bend Business Association,-1
I'll do anything that isnt boring! If you got some thing thats inst boring hit me up 9712358952,-1
I'll hold the door for you...then smack your ass,13
I'll make you a sunset view,-1
I'll see you on the court,13
"I'm 1 of a kind I love meeting new people,going new places, and making a difference everywhere I go✨Makeup,Married,Proud Mommy,Never Give Up, Love❤️yourself",-1
I'm 20.,-1
I'm a blondie...trying to break the stereotype. Is it working?,-1
I'm a brattyslavehttp://www.Fetlife.com his_little_jinn https://twitter.com/his_little_jinnhttps://www.instagram.com/hislittlejinn/https://www.tumblr.com/blog/hislittlejinnamazon wishlist,-1
I'm a caring person and I love life,12
"I'm a child of God.  I'm a big fan of Wynonna and Cactus, Sea World supporter.",-1
I'm a child. Yeah.,-1
I'm a Cleveland sports fan and I don't know what to do with my hands.,-1
I'm a creative type who digs photography and river restoration.,3
"I'm a criminal defense attorney in Bend Oregon. I handle all levels of misdemeanors, felonies, and anything related to OMMA & M91.",-1
I'm a developer at http://brd.com. I write stuff sometimes at http://medium.com/@dandisagrees.,-1
I'm a disable person I lost my master arm in 2009 because of infections so they took it for age last time my left hand has crippling,1
"I'm a doer, a big picture kind a guy, conservative, land broker, Father and friend.",-1
"I'm a freelance illustrator specializing in humor. I worked for many years at the local newspaper (The Bulletin) creating illustrations, maps and charts.",-1
"I'm a fun lovin, gun totin, tattooed momma!",-1
I'm a good person and mother to my daughter,-1
I'm a hobbyist and programmer. My specialty is in PC troubleshooting and repair.,-1
"I'm a humanities teacher at Redmond Proficiency Academy and yoga teacher and manager at Namaspa Yoga, too.  #BestJobsEver",1
I'm a Leo so I'm sure you can figure out the rest♌️,4
I'm a little bit of everything,-1
"I'm a mom, a wife, a professional, and a community leader. I have passion for communication, and am as comfortable in tech as I am working with non-profits.",-1
I'm a mother first and an EMS Consultant second. I am passionate about bringing the newest science and best practices to EMS.,-1
"I'm a mother of three amazing, athletic boys!Im an assistant at a golf course. AdvoCare supplements and nutrition is important to our family's fitness goals.",1
"I'm a music connoisseur and gypsy catcher,that's inspired by idividuality,imagination,good living n style",3
I'm a musician and trying to figure out my life.,3
I'm a nerdy kind of person. Love to read and love animals. Trying to bounce back from having a stroke almost 2 years ago.  love taking photographs of nature.,-1
"I'm a Oregonian for life!We Love Our Father, Family, Country, Constitution, The American Way of Life, and 💯 Integrity. Conservative#Patriot4Life#Trump2020🇺🇸",-1
I'm a pimp and pimps don't commit suicide. Too much horror business,-1
"I'm a radio personality living #inbend My passions are yoga, foods that heal, the forest, my family and #kitchenparties",-1
"I'm a Real Estate agent and specialize in helping people buy or sell homes in Bend, Redmond and across Central Oregon.",10
I'm a Realtor specializing in Oregon bank owned properties,10
"I'm a retired insurance underwriter. Have lived in San Diego since 2004. I'm a family man, and love the Lord with all my heart!",-1
"I'm a saved by grace, constitutional conservative.  Also, a Dad. Brother, Uncle & Son. I'm an aspiring illustrator, & future comic book publisher.",-1
I'm a Self-Storage manager here to share my experiences. Have a question about managing? Just ask.,8
"I'm a simple guy from Oregon, I believe in the blood of our soldiers and the love of our flag.Big into cars and hot rods.",-1
"I'm a storyteller, writer, tennis coach, husband, dad and dreamer. And I love anything creative and or fun :-)",-1
"I'm a storyteller, writer, tennis coach, husband, dad and dreamer. And I love anything creative and or fun :-)",-1
"I'm a twitch streamer! if you enjoy a good time, stop on by! https://www.twitch.tv/mrlarrio #TwitchAffiliate https://mrlarrios-pumpkin-patch.creator-spring.com/",-1
I'm a unique individual. My opinions are small but my heart is big.,-1
"I'm a wife and mom, high school art teacher, and I enjoy art, sewing, green living, gardening, and crafts.",-1
"I'm a wife, mother of 3, and boutique owner! Host a pop-up or own your own! http://mylularoe.com/join/maciherberthttp://facebook.com/groups/macislularoe",-1
"i'm a wild child, i don't wanna go to bed and i really only do things so i can say been there, done that.",-1
"I'm a writer, runner & UO Journalism Alum with a flair for creativity & an eye for details. Assistant Director at Growing Tree, a nonprofit childcare center.",-1
"I'm a young mom who loves MMA, horror movies, first person shooters, GTAV, basketball, violent movies, golf and embarrassing boys at Texas Holdem",-1
I'm a YouTuber/ gamer and I stream on twitch white_and_nerdy541,-1
"I'm all about laughing, loving, & living life to its fullest! Family man, Patriot & proud American. Stay Irie",-1
"I'm always looking for activities in and around Bend OR, so much 2 do and so little time. I'm all about good food, beer & fun.😎 Let's go!",-1
I'm an artist that paints a wide range of subjects.  Check out my website to purchase collectible art!,3
"I'm an aspiring Film Maker, Producer, Director, Editor and Script Writer.",-1
"I'm an author, coach, wife, mom, friend, runner, and free spirit.",-1
I'm an average guy that has been extraordinaryly  blessed by a loving God. A  member of Black Sheep Harley Davison for Christ . Married to my sweetheart 35 yrs,-1
"I'm an ecommerce consultant who likes my dog Reggie, snowboarding, cooking, good food, good beer, the sunshine, and and a great movie.",-1
I'm an Instructional Technology Coach with Bend-La Pine Schools and am all about making learning fun again.,-1
I'm basically a kid who has a credit card and a car.,-1
I'm basically killing it,13
I'm Chindian ¯\_(ツ)_/¯,0
I'm Cole. Livin life ✌,-1
I'm from Califonia... I live in Bend US-OR🇺🇸🇺🇸/ Business Consultant.,-1
I'm just a girl in a big world,-1
I'm just a mom with 7 kids. 3 of them have Autism. My kids mean the world to me. I want to always see them happy and succeed in all that they do!,-1
"I'm just an introverted couch potato who is allergic to sunshine, fresh air, sweat, snow, football, beer, smiles, & statements brimming with sarcasm.",-1
"I'm just here to re-tweet people smarter than me. 2017 Trumpian-era politics vs a southern ""snowflake"". Take one. Also, I like cats.",-1
I'm just this guy who loves to dance :),3
I'm me tf,-1
"I'm MilesI'm here for my boys Matthew, Tyler, and TannerI'm also here for the womenI want to respect 'em@RedflyerGaming @xMeLikeBigBoomx @RoboKast",-1
"I'm moved by art, lean green, and love marketing.",-1
"I'm not a doctor, but I played one on TV.",1
I'm not a pious man and I'm not a dirty fiend. But you don't often hear of us ones in between.,-1
I'm not special. I'm just me.,-1
I'm not very sarcastic,-1
I'm part of a great duo that teaches science to local elementary students and I am proud to stand up for human/environmental rights.,-1
I'm part of an @IBM team focused on helping IT leaders make better #cloudcomputing decisions.,-1
"I'm passionate about sports, and enjoy a good micro brew. Go Blue.",-1
I'm probably hiking.,6
i'm pumped that i'm on Twitter,9
I'm rad. Get over it.,13
"I'm the boss on this boat, you can call me skippa",-1
"I'm the editor at The Register-Guard in Eugene, OR.  mmaxwell@registerguard.com; http://Facebook.com/MMaxwell2014. RTs aren't endorsements. Opinions are my own.",-1
I'm the guy who makes awesome handmade twitter mugs! You may know me as @mugmkr as well!,-1
I'm the weather and I'm here to mess you up. #wearlayers,-1
I'm told I'm opinionated,-1
I'm turning 10 this year and live in the middle of a forest! so pretty!i would just love a few friends!Especialy Ariana Grande! PLZ CHAT WITH ME ARIANA!,-1
"I'm very outgoing and down for just about anything. I'm a single mom of one adorable 4 year old named Dallas! I love to act, dance, and chill with my friends!",-1
I'm weird,13
"I'm your Bend area Avon representative! I have lots of samples coming soon that I ordered plus catalogs of the present collection of cosmetics, skin care!",-1
"I've been in the Marine Corps for 12 years.  Currently serving as a recruiter in Bend, OR.",-1
I've been married for 19 years to my husband Ryan and we have 2 kids. We live in the town I grew up in and are so blessed. We own the Vegetable Man Produce.,-1
"I've been selling Central Oregon real estate as a top producer for 20 years. I work with both buyers, sellers and investors.",10
"I've been the City Manager of Bend, Oregon since 2008.",11
I’m a Cancer and I’m sensitive about my shit &#x1f629;&#x1f629;&#x1f629; Purple Queen &#x1f49c;&#x1f451; #GWGC out now and new music soon! &#x1f308;&#x1f46d;&#x1f3b6;&#x1f47d;&#x1f608; IG:,3
"I’m a phone call kind of gal, don’t text me",-1
I’m a small business owner of a supplement store. Living in beautiful Bend Oregon.,-1
I’m a small town girl with a tender heart ❤️,-1
"I’m Broken, I’m not perfect but damn it, I am who I am. &#x1f496;&#x1f496; if you are still down to rock with me then welcome to the party! racists can go suck a fat dick",-1
i’m gay and sad,13
I’m really awkward and I think I’m hilarious,-1
I’m slowly turning into Batman,-1
"I’m Té: kid counselor, Oregonian for life 🌲 wife, sister, friend 👱🏼‍♂️ 👯‍♂️ YOGI 🧘🏾‍♀️ traveler 🌎 social justice warrior ✊🏾 lover of Jesus ",-1
I’m the Wonder Worman! Buy my Super Composting Red Wigglers that eat your kitchen scraps! This poop don’t stink! Check out my outdoor worm bins too.,-1
I’m trying,13
I’m wide awake in a fake empire. self-made multi-thousandaire.,-1
I’ve never scrolled by a picture of a bookcase that I haven’t zoomed in on. Author of Glorious Weakness: Discovering God in All We Lack,-1
I♥U,13
IA Dispatcher for the Forest Service in one of my happiest places on earth. Live life and love what you do.,-1
"IB Global Politics/History educator DP Individuals & Societies MYP, global citizen, traveler, sports enthusiast, husband and father.",-1
Idaho State University Track & Field,-1
"idiot/aspiring savant. Backend dev stuck in a frontend world. Common topics: Python, Django, Rust, AWS, Alexa, XCH, Gaming, Game Development, SEO, e-commerce",-1
"if all you have is a hammer, everything looks like a nail🍻 Galatians 2:20",-1
"If It Is To Be, It Is Up To Me",13
"If it starts with For Immediate Release and ends with ###, I'm your girl. Professional press release writer since 2000. Find me at http://prwritingpro.com.",-1
"if it wasn’t for bad luck, I’d have no luck at all",-1
"If things seem under control, you are just not going fast enough.-- Mario Andretti, race car driver",-1
if ur reading this ur gay,13
"If we didn't get off the interstate, we would have never seen this.",-1
if you ain't,13
"If you can't laugh at yourself, I'll probably laugh for you.",-1
if you need to know something just ask me.,-1
"If you thought Bend loves cars, just wait until you see the money we want to spend on ROADS FOR CARS! 💰🔜 💸 = 🛣 = 😍",-1
"If you want to walk on water, you have to step out of the boat.",-1
"If you're here, you know me",-1
"If you're not having fun, you're doing it wrong.",-1
If you're not. you should,13
If you've never stared off into the distance then your life is a shame.,-1
"If your current hotshot dental marketing consultant is talking about it today, I probably did it first.",-1
"If your dreams don't scare you, they're not big enough.  #PR #SocialMedia #Brand gal for Focus Brands by day & night. Thoughts=my own",-1
IG :brown_jose,-1
IG @stonecoldkyle,-1
IG: Obey_WB                                         Sc:Dj.Woods,-1
ig: xoeslo,-1
IG:@joeykhan,9
IJ fan from Oregon! I am Ja'Crispy #2,-1
"ill be up up & away, up up & away. #ripcity #flyeaglesfly",-1
im a full time student. And a part time twitch streamer.,-1
"Im a producer, songwriter, and entertainer. Been in the game for many years. Looking forward to connecting with all music lovers.",3
"Im a proud father of two beautiful kids and very happily married to my soulmate. Motto: eat, sleep, breathe MMA!! GO DUCKS!! #TeamMMA4LIFE is the best team!!",-1
"Im a small town girl who loves hiking, camping, fishing, the works. I love photography and hope to travel the world one day, doing what I love.",-1
im an blue and white akita so ya um idk what to put in here. happly mated. http://www.furaffinity.net/user/softdeath/,-1
Im here to chew gum and develop tmj disorder and I had to quit chewing gum insta: @mikki_rae_ 🦌,-1
Im here- http://bit.ly/28TzzGg,-1
"im Jason,love all music! Shinedown! Scotty McCreery! 1D! engaged to the love of my life @paige102011. LIFE IS GOOD!",-1
Im just trying to put myself out there with singing and life stay tuned never know what ill post Bwahahaha,3
im so fuckin steez,-1
Im StArTING A yOuTuBe ChAnELL(vlogs) CLicK on my link;) /// I WiLL PoSt eVerY WENTsday and FRAIdey starting oN FebrUAree 7th (SUBSCRIBe). GO FOLLOW MY INSTEGREM,-1
imma apathetic empathetic,-1
Imperium Junky,-1
"Impractically Loyal Blazer, Seahawk, WSU Cougar, Mariner, Timbers Fan. Boisterous and open minded Oregonian, loving life!",-1
"In a world of changing morals and fuzzy boundaries there is Life. Outposts ::  Jazz and contemplative conversation, below the surface of our presentation face.",-1
"In a world of changing morals and fuzzy boundaries there is Life. Outposts ::  Jazz and contemplative conversation, below the surface of our presentation face.",-1
"In B.A.N.K I’m coded as an over the top A, in DISC an off the chart D, in the colors a Red, yet in life, I’m the guy who wants to help others succeed.",-1
In Bend,-1
in bend via Ohio.,-1
in da clurb we all fam,-1
in Greece for the semester!,-1
"In kindergarten, the teacher asked someone to name the seasons. I raised my hand and she called on me.  “Football, basketball, baseball and hockey.”",-1
"In permanent beta: always learning, growing, evolving",-1
"in search of fools gold, permanently maidenless",-1
In the Music Industry,3
"increasingly, online. catholic extremist. interior minister of the bimbo summit. trad wife of @onebobshow",-1
Independent Affiliate,-1
"Independent Bend, Oregon real estate company. Founded by award-winning realtors with 30+ years of experience in the region...we know Bend Real Estate!",-1
Independent consultant specializing in integrated web and inbound marketing strategies for consumer brands.,8
Independent consultant specializing in integrated web and inbound marketing strategies for consumer brands. http://www.linkedin.com/in/stevendecker66,8
Independent consultant working on accessible design and code. Creator of http://youtube.com/buildux and http://accessible.systems (upcoming).,-1
"Independent PR & Communications Specialist. Dad, tech junkie, amateur chef, sports fanatic. Bleeds green & yellow. #goducks",-1
independent. punk. rock.,3
"Indie game guy, Unity fan boy, lead programmer and lover of good food and coffee. http://www.alienjelly.com",-1
Infinite babeeee and everything bungie 🥰,-1
"Information Architect, UX Analyst, Web Developer for small biz by day... mama by night... biker and skier whenever I can fit it in.",-1
"Information Architect, UX Analyst, Web Developer for small biz by day... mama by night... biker and skier whenever I can fit it in.",-1
"Injury rehab Oregon Licensed Massage Therapist. Musician, Hiker, Backpacker, Animal Lover.",1
"inMotion Training Studio 541.382.6313 Personal Training, Bootcamps, Sport Specific Training, and much more!",-1
Innovation Theatre Works - Central Oregon's first and only professional theatre company.,-1
"Inside the Wagner Mall, 1900 NE 3rd Suite 107541-382-0756",-1
Inspired~Model~Free Spirit~Fashion~Video Games,-1
insta - petercesany,-1
Insta: @mimilopour,9
insta: bb.west,-1
insta: dculver10,-1
insta: momma.m0on,-1
Instagram - hunterbuschke,-1
Instagram @CodyIrving24,9
instagram: e.g.pierce,-1
Instagram:craigeryz——Snapchat: craigzollner,-1
instagram// avgelmock,-1
Instructional Technology Coach and District Librarian.,-1
Instructional Technology Coach Bend La Pine Schools,-1
Instructional Technology Coach Bend La Pine Schools,-1
instrumentation field service technician,-1
Insufferable grammar nazi,-1
"Integrative Health Coach, Bodywork & Yoga",1
"Intensely passionate about my family, the future aka the world we leave our children, being a better person and metal.",-1
Interaction designer. Pro-am cartographer. GIS analyst in a pinch. Newsman at heart. Weird comics reader. Amateur metaphysician.zeigert@mastodon.social,-1
Interactive Marketing Consultants -- helping you determine exactly what your business needs and how to make it happen.,8
"Intercultural Educator, Strategic Planner and Project Manager - and one who will never get bored playing outside if xc skis or bikes are involved!",-1
"Interested in SEO, Social Media, Marketing, and Tech. Love running, snowboarding, outdoors, and everything #inbend.",-1
Interior Designer sharing tricks of the trade,5
intern for @bigballerbrand,-1
"International #1 Bestselling Author, Business Strategist, Avid Yoga Master, Heavily Meditated, Outdoor Junkie, Shapeshifter, Over the Top Podcast Host",-1
"International Space Agency astronaut. Flew on Phoenix 9 and up to the Hubble Telescope on STS-217 and STS-250! ((OOC: In-character RP account, sadly))",-1
Intuitive Healer. Empath. Coaches Creatives & Spiritual Entrepreneurs. Mom to a Pibble.🐾 artist. cancer survivor.,-1
Investing in the future - Crypto & NFT's #donotcomply #leaveourkidsalone #novaccinemandate,-1
"Investing, politics, technology, PC gaming, religion, philosophy. My opinions are my own. Do your own due diligence.",-1
"Investment Partner @ Seven Peaks Ventures, Founder @ DocuSign",8
"Investment Real Estate Owner, Developer & Broker. Feeding the hungry w/ the Oregon Tuna Classic! Spartan from FLINT!",10
"Invitational MTB race with a format of its own! A dash for cash with $20,000 up for grabs, four primes for cash, and a party at Tetherow! June 14, 2017 5PM",6
I️ believe in humans and the planet.  I️ trust people until proven otherwise and I️ want to help create change.,-1
iOS Developer. Husband to a beautiful wife and father of three amazing girls. #BrooksEndorsed runner,-1
iOS engineer at Strava.,-1
iOS/MAME/Music/ Dev-Hobbyist-Producer Flesh-eating chatbotsapien organism #NCshop #Sticker #K.I.T.T.Siri #iK.I.T.T.,-1
is the president of Connexion Printing Consultants - an agency obsessed with ink and paper.,-1
Isaiah’s Mom ⚡️,-1
꧁ 𝔹𝕝𝕖𝕤𝕤𝕖𝕕꧂,0
"It costs nothing to be kind to someone. If that's not possible,  say nothing at all,  or walk away.",-1
It got me.,13
"It takes grit, patience, and discipline to be successful in the markets.http://aspentrading.com/disclaimers/",-1
"It was an honor to serve on Bend City Council for almost a decade and as Mayor of Bend. I remain committed to balanced, inclusive leadership for Bend.",-1
It was the god dammed Burts bees!,-1
it'd be a lot cooler if you did,-1
It's a sink or swim world. Veteran || OR ✈️ CA || DJ ||Moonlight Events Promoter || Snap: Justin.Barajas || Insta: Barajas_Justin,-1
it's about the spunk in your step people • insta : @jayelleleigh,9
"It's all about finding amazement in the little things. Passions: ocean, dog rescue, recovery, offroad racing, Baja. DIY, altruism, photos, truth and love!",-1
It's all about Jesus,7
It's done when it's done!,-1
it's hard being the only set of overies in this house!  Fitness and nutrition focused! #makewaves #teamcurrent,-1
It's just human nature.,12
It's Ms. Home!Been off for a year for our move to Oregon.I'm ready to catch up with latest in equity/tech/NGSS in classroom.Pilot Butte MS Ss here I come! 👊🏻,-1
"It's not about me, it's about the crowd, the music and the club",3
"It’s all right here, right now honeybee",-1
"It’s just nerd shit, chill •he/him/his",-1
it’s not much but it’s humble work,-1
it’s probably basalt,-1
it’s that bass that gets me highhhh ❤️❤️❤️.     PLUR 🧚🏻‍♂️🌛💫🌻🦄🌸,3
